"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"ENSMUSG00000004040",2394.98869655828,0.955496736594789,0.177488276594701,5.91499246517441e-09,6.17550053227579e-08,"Stat3"
"ENSMUSG00000004069",1955.96987373424,-0.623328327399612,0.0646709103348515,8.1678091762369e-23,3.51622417112934e-21,"Dnaja3"
"ENSMUSG00000004100",224.437535964879,-0.455367146031752,0.209961482396044,0.0105354205951308,0.0306612496658702,"Ppan"
"ENSMUSG00000004207",21104.1857926483,-0.201271916104834,0.0841468773558305,0.0138455006981592,0.0388013475251077,"Psap"
"ENSMUSG00000004341",1266.44391179017,0.424258745822821,0.145712071786681,0.00146109097943766,0.00553622375500776,"Gpx6"
"ENSMUSG00000004460",1792.78311292745,-0.406685885742347,0.0845247830945044,6.7774920690976e-07,5.15675362518294e-06,"Dnajb11"
"ENSMUSG00000004610",4912.78667773494,-0.475737068956316,0.10426216763677,1.6556163746305e-06,1.17896720640981e-05,"Etfb"
"ENSMUSG00000004637",162.908918991028,-0.563800140200587,0.252490837377223,0.005853337866935,0.0184730302817312,"Wwox"
"ENSMUSG00000004668",5418.42473492565,0.382513484469422,0.119601210354179,0.00067397779603505,0.00278684914456156,"Abca13"
"ENSMUSG00000004677",636.218112799466,0.335897422530208,0.0999431915233404,0.000452930902977626,0.00194817100547621,"Myo9b"
"ENSMUSG00000004748",253.632773650244,-0.489095641864131,0.252930784312721,0.0163017647170339,0.0444571230573273,"Mtfp1"
