"","Aged1","celltype"
"Cell_42626",0,"PT-1"
"Cell_42627",0.0413891569259419,"FIB"
"Cell_42628",0,"PC_CNT"
"Cell_42629",0.0352376747163716,"PODO"
"Cell_42630",-0.0070044129725943,"EC-2"
"Cell_42631",0.118603412095977,"PECs?"
"Cell_42632",0.0553813980087104,"EC-2"
"Cell_42633",0,"DCT/CNT"
"Cell_42634",0.0266374516098604,"EC-2"
"Cell_42635",0,"TAL-1"
"Cell_42636",0,"DCT/CNT"
"Cell_42637",0.057960797212413,"IC-A"
"Cell_42638",0,"PT-1"
"Cell_42639",0.0438245483607104,"PODO"
"Cell_42640",0.149577096243751,"PT-2"
"Cell_42641",0,"vSMC/MC"
"Cell_42642",0,"TAL-2"
"Cell_42643",0,"TAL-2"
"Cell_42644",0.0496992910706035,"PECs?"
"Cell_42645",0,"TAL-2"
"Cell_42646",0.0543469727924799,"TAL-2"
"Cell_42647",0.0132369716146084,"EC-3"
"Cell_42648",0.142290915826687,"Undef"
"Cell_42649",0,"TAL-2"
"Cell_42650",0.0157663916092983,"EC-2"
"Cell_42651",0.082970493275865,"PT-1"
"Cell_42652",0,"TAL-2"
"Cell_42653",0,"TAL-1"
"Cell_42654",0,"PT-1"
"Cell_42655",0.0062575099944544,"EC-2"
"Cell_42656",0.0811286505914193,"FIB"
"Cell_42657",0,"DCT/CNT"
"Cell_42658",0.154580400618459,"FIB"
"Cell_42659",0.0174690693818298,"vSMC/MC"
"Cell_42660",0,"PT-1"
"Cell_42661",0.0265399781367517,"PODO"
"Cell_42662",0,"DCT/CNT"
"Cell_42663",0,"TAL-2"
"Cell_42664",0,"IC-A"
"Cell_42665",0,"TAL-1"
"Cell_42666",-0.00512339964801395,"EC-3"
"Cell_42667",0,"IC-A"
"Cell_42668",0.147688972687612,"FIB"
"Cell_42669",0,"DCT/CNT"
"Cell_42670",0,"PT-1"
"Cell_42671",0,"TAL-2"
"Cell_42672",0,"DCT/CNT"
"Cell_42673",0,"TAL-1"
"Cell_42674",0.0720880054896242,"PODO"
"Cell_42675",0,"DCT/CNT"
"Cell_42676",0,"TAL-1"
"Cell_42677",0,"TAL-1"
"Cell_42678",0.0531346011881666,"PECs?"
"Cell_42679",0,"PT-1"
"Cell_42680",0,"DCT/CNT"
"Cell_42681",-0.0133720578756527,"EC-1(gEC)"
"Cell_42682",0.0895569999662366,"EC-3"
"Cell_42683",0,"vSMC/MC"
"Cell_42684",0,"TAL-1"
"Cell_42685",0,"TAL-1"
"Cell_42686",0,"DCT/CNT"
"Cell_42687",0,"TAL-1"
"Cell_42688",0,"TAL-2"
"Cell_42689",0.054442124121777,"EC-2"
"Cell_42690",0,"TAL-2"
"Cell_42691",0,"TAL-1"
"Cell_42692",0,"IC-B"
"Cell_42693",0.0692126228760636,"TAL-2"
"Cell_42694",0,"PT-1"
"Cell_42695",0,"DCT/CNT"
"Cell_42696",0,"TAL-1"
"Cell_42697",0,"TAL-2"
"Cell_42698",0,"TAL-1"
"Cell_42699",0.127813140788418,"PT-1"
"Cell_42700",0,"PT-1"
"Cell_42701",0.0380211236543592,"FIB"
"Cell_42702",0,"vSMC/MC"
"Cell_42703",0,"Undef"
"Cell_42704",0,"IC-B"
"Cell_42705",0,"TAL-1"
"Cell_42706",0,"TAL-2"
"Cell_42707",0,"PT-1"
"Cell_42708",0,"PT-1"
"Cell_42709",0,"PC_CNT"
"Cell_42710",0,"TAL-1"
"Cell_42711",0,"PT-1"
"Cell_42712",0.176895321956837,"PT-1"
"Cell_42713",0,"TAL-1"
"Cell_42714",0,"TAL-2"
"Cell_42715",0,"FIB"
"Cell_42716",0,"TAL-1"
"Cell_42717",0,"TAL-1"
"Cell_42718",0,"PT-1"
"Cell_42719",0,"DCT/CNT"
"Cell_42720",0.158088051743164,"PT-1"
"Cell_42721",0.0410764421455134,"PC_CNT"
"Cell_42722",0,"TAL-1"
"Cell_42723",0,"DCT/CNT"
"Cell_42724",0,"TAL-1"
"Cell_42725",0,"TAL-1"
"Cell_42726",0.0143535049863034,"IMM"
"Cell_42727",0,"DCT/CNT"
"Cell_42728",0.118334073397906,"FIB"
"Cell_42729",0,"PT-1"
"Cell_42730",0,"PT-1"
"Cell_42731",0,"PT-1"
"Cell_42732",0,"IC-A"
"Cell_42733",0,"IC-B"
"Cell_42734",0,"TAL-2"
"Cell_42735",0,"DCT/CNT"
"Cell_42736",0,"TAL-2"
"Cell_42737",0.205665906739166,"PT-1"
"Cell_42738",0,"PC_CNT"
"Cell_42739",0.0664189654343256,"IC-A"
"Cell_42740",0,"TAL-1"
"Cell_42741",0.0333542235665003,"PODO"
"Cell_42742",0,"TAL-1"
"Cell_42743",0,"PT-1"
"Cell_42744",0,"DCT/CNT"
"Cell_42745",0,"PT-1"
"Cell_42746",0.0332700210470989,"PODO"
"Cell_42747",0,"PT-1"
"Cell_42748",0,"TAL-1"
"Cell_42749",0,"TAL-1"
"Cell_42750",0.0520962098706208,"PT-1"
"Cell_42751",0,"PT-1"
"Cell_42752",0,"TAL-2"
"Cell_42753",0.012795342384445,"EC-3"
"Cell_42754",0,"TAL-1"
"Cell_42755",0,"PT-1"
"Cell_42756",0,"PODO"
"Cell_42757",0,"IC-A"
"Cell_42758",0.0328078613977782,"FIB"
"Cell_42759",0,"PT-1"
"Cell_42760",-0.000841423454136625,"EC-2"
"Cell_42761",0,"DCT/CNT"
"Cell_42762",0,"PODO"
"Cell_42763",0,"TAL-1"
"Cell_42764",0.0716614423817429,"FIB"
"Cell_42765",0,"PT-1"
"Cell_42766",0,"PC_CNT"
"Cell_42767",0,"TAL-2"
"Cell_42768",0.0517987235187959,"vSMC/MC"
"Cell_42769",0,"DCT/CNT"
"Cell_42770",0.131450656099572,"PT-2"
"Cell_42771",0,"TAL-1"
"Cell_42772",0,"IC-A"
"Cell_42773",0,"PC_CNT"
"Cell_42774",0,"Undef"
"Cell_42775",0.0664560139185617,"PODO"
"Cell_42776",0,"PC_CNT"
"Cell_42777",0,"EC-2"
"Cell_42778",0,"ATL"
"Cell_42779",0,"TAL-1"
"Cell_42780",0,"TAL-1"
"Cell_42781",0,"DCT/CNT"
"Cell_42782",0.114760358480898,"FIB"
"Cell_42783",0,"IC-A"
"Cell_42784",0,"PODO"
"Cell_42785",0,"PT-1"
"Cell_42786",0,"TAL-1"
"Cell_42787",0,"DCT/CNT"
"Cell_42788",0,"PT-1"
"Cell_42789",0,"DCT/CNT"
"Cell_42790",0.0283748850876098,"FIB"
"Cell_42791",0.0161331147482028,"EC-4"
"Cell_42792",0,"IC-B"
"Cell_42793",0.0991332113597064,"FIB"
"Cell_42794",0,"PT-1"
"Cell_42795",0,"PODO"
"Cell_42796",0.069385560733602,"FIB"
"Cell_42797",0,"PC_CNT"
"Cell_42798",0,"TAL-1"
"Cell_42799",0,"IC-B"
"Cell_42800",0,"Undef"
"Cell_42801",0,"TAL-1"
"Cell_42802",0,"TAL-2"
"Cell_42803",0,"DCT/CNT"
"Cell_42804",0,"PT-1"
"Cell_42805",0,"PT-1"
"Cell_42806",0,"TAL-2"
"Cell_42807",0,"TAL-1"
"Cell_42808",0,"TAL-2"
"Cell_42809",0,"DCT/CNT"
"Cell_42810",0,"DCT/CNT"
"Cell_42811",0.0258314794636609,"FIB"
"Cell_42812",0.0312136666367058,"vSMC/MC"
"Cell_42813",0.0716222493853949,"FIB"
"Cell_42814",-0.00328613941213479,"EC-2"
"Cell_42815",0.143128671293327,"TAL-2"
"Cell_42816",0,"PC_CNT"
"Cell_42817",0.00487294592415399,"EC-1(gEC)"
"Cell_42818",0,"DCT/CNT"
"Cell_42819",0,"TAL-2"
"Cell_42820",0.0484741160832861,"EC-5"
"Cell_42821",0.00938116498924302,"vSMC/MC"
"Cell_42822",0.013372539107436,"EC-2"
"Cell_42823",0,"DCT/CNT"
"Cell_42824",0,"DCT/CNT"
"Cell_42825",0,"Undef"
"Cell_42826",0,"PT-1"
"Cell_42827",0,"TAL-1"
"Cell_42828",0.0543965815951452,"FIB"
"Cell_42829",0.0671119300398484,"IMM"
"Cell_42830",0,"PC_CNT"
"Cell_42831",0,"TAL-1"
"Cell_42832",0,"TAL-1"
"Cell_42833",0,"TAL-2"
"Cell_42834",0.0452242556581048,"FIB"
"Cell_42835",0.133179096336504,"PT-2"
"Cell_42836",0,"TAL-1"
"Cell_42837",0.0949649000007505,"PC_CNT"
"Cell_42838",0,"TAL-2"
"Cell_42839",0,"DCT/CNT"
"Cell_42840",0,"TAL-2"
"Cell_42841",0.000165209572381975,"FIB"
"Cell_42842",0.0239675702322182,"EC-4"
"Cell_42843",0,"PC_CNT"
"Cell_42844",0,"PT-1"
"Cell_42845",0,"TAL-1"
"Cell_42846",0.133088407594118,"FIB"
"Cell_42847",0,"PT-1"
"Cell_42848",0.147970298590751,"PT-1"
"Cell_42849",0,"IC-B"
"Cell_42850",0,"IC-B"
"Cell_42851",0,"TAL-2"
"Cell_42852",0,"TAL-1"
"Cell_42853",-0.00509726114579367,"EC-2"
"Cell_42854",0.0276400694634515,"PECs?"
"Cell_42855",-0.0170739744173983,"EC-2"
"Cell_42856",0,"TAL-1"
"Cell_42857",0,"PT-1"
"Cell_42858",0,"TAL-1"
"Cell_42859",0,"TAL-1"
"Cell_42860",0,"DCT/CNT"
"Cell_42861",0,"PT-1"
"Cell_42862",0,"DCT/CNT"
"Cell_42863",0,"TAL-1"
"Cell_42864",0.026025559233148,"EC-4"
"Cell_42865",0.107741949074469,"IC-A"
"Cell_42866",0,"PT-1"
"Cell_42867",0,"TAL-1"
"Cell_42868",0,"EC-3"
"Cell_42869",0,"TAL-2"
"Cell_42870",0,"TAL-1"
"Cell_42871",0,"PC_CNT"
"Cell_42872",0,"TAL-2"
"Cell_42873",0,"DCT/CNT"
"Cell_42874",0.00491463994469843,"vSMC/MC"
"Cell_42875",0.000932922171327621,"FIB"
"Cell_42876",0,"PT-1"
"Cell_42877",-0.0236545538140907,"EC-2"
"Cell_42878",0,"TAL-1"
"Cell_42879",0,"PT-1"
"Cell_42880",0,"PT-2"
"Cell_42881",0,"DCT/CNT"
"Cell_42882",0.138842687672605,"PT-1"
"Cell_42883",0.022304474666366,"FIB"
"Cell_42884",0,"PT-1"
"Cell_42885",0.0196987403855513,"EC-2"
"Cell_42886",0.19030904641402,"PT-2"
"Cell_42887",0,"PT-1"
"Cell_42888",0,"TAL-1"
"Cell_42889",0,"DCT/CNT"
"Cell_42890",0,"DCT/CNT"
"Cell_42891",0,"TAL-1"
"Cell_42892",0.0108843791398677,"EC-3"
"Cell_42893",0,"TAL-2"
"Cell_42894",0,"TAL-2"
"Cell_42895",0,"PT-1"
"Cell_42896",0,"IC-B"
"Cell_42897",0,"PC"
"Cell_42898",0,"TAL-2"
"Cell_42899",0,"PT-1"
"Cell_42900",0,"PT-1"
"Cell_42901",0.0386922755346965,"EC-2"
"Cell_42902",0,"TAL-2"
"Cell_42903",0,"TAL-1"
"Cell_42904",0,"DCT/CNT"
"Cell_42905",0,"PC_CNT"
"Cell_42906",0,"ATL"
"Cell_42907",0,"PC_CNT"
"Cell_42908",0.0696049942455305,"Uro"
"Cell_42909",0.0294371716998167,"EC-3"
"Cell_42910",0.00454728394607007,"EC-2"
"Cell_42911",0.156739063756922,"PT-1"
"Cell_42912",0.199710383392068,"PT-2"
"Cell_42913",0,"PC_CNT"
"Cell_42914",0.136449170546161,"PT-1"
"Cell_42915",0.0711222520700686,"EC-1(gEC)"
"Cell_42916",0,"DCT/CNT"
"Cell_42917",0,"PT-1"
"Cell_42918",0,"PT-2"
"Cell_42919",0,"PODO"
"Cell_42920",0,"PT-1"
"Cell_42921",0,"TAL-1"
"Cell_42922",0.0413192893448132,"EC-2"
"Cell_42923",0,"DCT/CNT"
"Cell_42924",0.0551068476218241,"PECs?"
"Cell_42925",0,"PC_CNT"
"Cell_42926",0.0146418822552855,"EC-2"
"Cell_42927",0.0274615387393376,"EC-5"
"Cell_42928",0,"DCT/CNT"
"Cell_42929",0,"IC-B"
"Cell_42930",0,"TAL-2"
"Cell_42931",0.140153451740595,"PODO"
"Cell_42932",0.0316412063960139,"FIB"
"Cell_42933",0,"PC_CNT"
"Cell_42934",0,"PT-1"
"Cell_42935",0,"TAL-1"
"Cell_42936",0,"TAL-2"
"Cell_42937",0,"TAL-2"
"Cell_42938",0,"PC_CNT"
"Cell_42939",0.0533641896170531,"FIB"
"Cell_42940",0,"PT-1"
"Cell_42941",0,"DCT/CNT"
"Cell_42942",0,"DCT/CNT"
"Cell_42943",0.0779395533264106,"PECs?"
"Cell_42944",0,"PT-1"
"Cell_42945",0,"DCT/CNT"
"Cell_42946",0.0572872014053782,"PODO"
"Cell_42947",0.0366962131950015,"FIB"
"Cell_42948",0.0549059898072461,"EC-4"
"Cell_42949",0,"PODO"
"Cell_42950",0.146399881051402,"IC-B"
"Cell_42951",0,"PC_CNT"
"Cell_42952",0,"DCT/CNT"
"Cell_42953",0,"PT-1"
"Cell_42954",0,"TAL-2"
"Cell_42955",0.130721782671605,"PT-2"
"Cell_42956",0,"TAL-1"
"Cell_42957",0.0165150517433638,"EC-5"
"Cell_42958",0,"DCT/CNT"
"Cell_42959",0,"PT-1"
"Cell_42960",-0.00641616963975361,"vSMC/MC"
"Cell_42961",0,"TAL-1"
"Cell_42962",0,"PT-1"
"Cell_42963",0.0856429538899345,"PECs?"
"Cell_42964",0,"IC-A"
"Cell_42965",0,"Undef"
"Cell_42966",0.0638853821925077,"Undef"
"Cell_42967",0,"PC_CNT"
"Cell_42968",0.109065920913913,"PT-1"
"Cell_42969",-0.00492879629146403,"EC-4"
"Cell_42970",0.00410386720329042,"EC-2"
"Cell_42971",0.0353979131643761,"EC-2"
"Cell_42972",0.0293176914678199,"EC-1(gEC)"
"Cell_42973",-0.00971267584479263,"EC-2"
"Cell_42974",0.0356903928858854,"EC-3"
"Cell_42975",0.0527266856823957,"IMM"
"Cell_42976",0,"DCT/CNT"
"Cell_42977",0,"DCT/CNT"
"Cell_42978",0,"PT-1"
"Cell_42979",0.159944906122557,"PROLIF"
"Cell_42980",0,"PC_CNT"
"Cell_42981",0.0110853286213802,"FIB"
"Cell_42982",0,"vSMC/MC"
"Cell_42983",0,"TAL-1"
"Cell_42984",0.0498571939523574,"FIB"
"Cell_42985",0,"IC-A"
"Cell_42986",0,"PT-1"
"Cell_42987",0,"DCT/CNT"
"Cell_42988",-0.0158021651651616,"EC-5"
"Cell_42989",0,"PC_CNT"
"Cell_42990",0.062514735646559,"TAL-1"
"Cell_42991",0,"TAL-1"
"Cell_42992",0,"PT-1"
"Cell_42993",0.0872602860370538,"DCT/CNT"
"Cell_42994",0,"PT-1"
"Cell_42995",0.0680042692867802,"EC-2"
"Cell_42996",0.0585058924358801,"FIB"
"Cell_42997",0,"TAL-1"
"Cell_42998",0,"PODO"
"Cell_42999",0.108222261550891,"PT-1"
"Cell_43000",0,"FIB"
"Cell_43001",-0.00607371279607882,"EC-1(gEC)"
"Cell_43002",0,"DCT/CNT"
"Cell_43003",0,"TAL-1"
"Cell_43004",0,"TAL-1"
"Cell_43005",0,"TAL-2"
"Cell_43006",0,"PT-1"
"Cell_43007",0.0923983930294406,"PT-1"
"Cell_43008",0,"PT-1"
"Cell_43009",0.0150732806224657,"EC-3"
"Cell_43010",0,"PT-1"
"Cell_43011",0,"TAL-1"
"Cell_43012",0,"PT-1"
"Cell_43013",0,"PT-1"
"Cell_43014",0.114565068354776,"Undef"
"Cell_43015",0.120228044341923,"IMM"
"Cell_43016",0,"IC-A"
"Cell_43017",0,"PT-1"
"Cell_43018",0,"DCT/CNT"
"Cell_43019",-0.0255248839964228,"EC-1(gEC)"
"Cell_43020",0,"PT-1"
"Cell_43021",0,"IC-B"
"Cell_43022",0,"DCT/CNT"
"Cell_43023",0.0452933815025813,"vSMC/MC"
"Cell_43024",0,"PT-1"
"Cell_43025",0,"TAL-1"
"Cell_43026",0,"IC-A"
"Cell_43027",0.00164923601676858,"PODO"
"Cell_43028",0,"TAL-2"
"Cell_43029",0,"TAL-1"
"Cell_43030",0.0611800411413898,"FIB"
"Cell_43031",0.205857289936898,"PT-1"
"Cell_43032",0.0191019905011539,"IMM"
"Cell_43033",0,"TAL-1"
"Cell_43034",0.00465233729123832,"EC-2"
"Cell_43035",0,"TAL-2"
"Cell_43036",0,"IC-B"
"Cell_43037",0.0118428078984731,"EC-1(gEC)"
"Cell_43038",0.0628117206086544,"EC-3"
"Cell_43039",-0.00605201906708708,"EC-3"
"Cell_43040",0,"TAL-2"
"Cell_43041",0,"FIB"
"Cell_43042",0.0383122556498811,"EC-4"
"Cell_43043",0.0235795094760956,"EC-2"
"Cell_43044",0.0593951164139402,"EC-3"
"Cell_43045",0,"DCT/CNT"
"Cell_43046",0.0823389020959435,"PROLIF"
"Cell_43047",0,"TAL-1"
"Cell_43048",0.0663952292834125,"FIB"
"Cell_43049",0,"PT-1"
"Cell_43050",0,"IC-A"
"Cell_43051",0,"PT-1"
"Cell_43052",0,"PC_CNT"
"Cell_43053",0.11859888310847,"PT-1"
"Cell_43054",0,"TAL-1"
"Cell_43055",0,"TAL-1"
"Cell_43056",0,"PC_CNT"
"Cell_43057",0,"PT-1"
"Cell_43058",0.0736857535014699,"Undef"
"Cell_43059",0.00219972600034929,"EC-2"
"Cell_43060",0,"PC_CNT"
"Cell_43061",0,"PT-1"
"Cell_43062",0,"PC_CNT"
"Cell_43063",0,"PT-1"
"Cell_43064",0.144784292398437,"PT-1"
"Cell_43065",0,"TAL-1"
"Cell_43066",0.136727872417623,"PT-1"
"Cell_43067",0,"PT-1"
"Cell_43068",0.0225759227471636,"EC-3"
"Cell_43069",0,"TAL-1"
"Cell_43070",0.12463288772552,"PT-1"
"Cell_43071",0,"PC_CNT"
"Cell_43072",0.0995557872652435,"IMM"
"Cell_43073",0,"TAL-2"
"Cell_43074",0,"PT-1"
"Cell_43075",0,"TAL-2"
"Cell_43076",0,"TAL-1"
"Cell_43077",0.142727172743818,"PC"
"Cell_43078",0,"PC_CNT"
"Cell_43079",0,"TAL-1"
"Cell_43080",0,"TAL-1"
"Cell_43081",0.038574694209361,"EC-2"
"Cell_43082",0,"DCT/CNT"
"Cell_43083",0,"DCT/CNT"
"Cell_43084",0.131370555147825,"PT-1"
"Cell_43085",0,"TAL-1"
"Cell_43086",0,"PT-1"
"Cell_43087",0,"DCT/CNT"
"Cell_43088",0,"DCT/CNT"
"Cell_43089",0,"PT-1"
"Cell_43090",0,"IC-B"
"Cell_43091",0,"PC_CNT"
"Cell_43092",0.00193395172147648,"EC-3"
"Cell_43093",0,"TAL-2"
"Cell_43094",0,"PC_CNT"
"Cell_43095",0,"TAL-1"
"Cell_43096",0,"DCT/CNT"
"Cell_43097",0,"TAL-1"
"Cell_43098",0,"TAL-1"
"Cell_43099",0,"PT-1"
"Cell_43100",0,"TAL-2"
"Cell_43101",0,"TAL-1"
"Cell_43102",0,"PT-1"
"Cell_43103",0,"TAL-2"
"Cell_43104",-0.0256076787441274,"EC-2"
"Cell_43105",0.0108474084575709,"vSMC/MC"
"Cell_43106",0,"IC-A"
"Cell_43107",0,"IC-A"
"Cell_43108",0,"IC-B"
"Cell_43109",0,"PT-1"
"Cell_43110",0,"Undef"
"Cell_43111",0,"PC_CNT"
"Cell_43112",0.0257496189473884,"IMM"
"Cell_43113",0,"IC-A"
"Cell_43114",0,"PT-1"
"Cell_43115",0,"TAL-1"
"Cell_43116",0,"IC-B"
"Cell_43117",0,"TAL-2"
"Cell_43118",0.047467198827923,"PODO"
"Cell_43119",0,"TAL-2"
"Cell_43120",0,"IC-A"
"Cell_43121",0,"PT-1"
"Cell_43122",0,"TAL-2"
"Cell_43123",-0.00881062532846033,"EC-5"
"Cell_43124",0,"vSMC/MC"
"Cell_43125",0,"TAL-1"
"Cell_43126",0.0147607210138098,"PODO"
"Cell_43127",0,"TAL-1"
"Cell_43128",0.12136797332816,"PT-1"
"Cell_43129",0,"PC_CNT"
"Cell_43130",0,"DCT/CNT"
"Cell_43131",0,"TAL-2"
"Cell_43132",0,"PT-1"
"Cell_43133",0,"IC-A"
"Cell_43134",0,"TAL-2"
"Cell_43135",0,"DCT/CNT"
"Cell_43136",0.0898627038600555,"PT-1"
"Cell_43137",0,"PT-1"
"Cell_43138",0,"PC_CNT"
"Cell_43139",0,"PT-1"
"Cell_43140",0,"PT-1"
"Cell_43141",0,"DCT/CNT"
"Cell_43142",0,"PT-1"
"Cell_43143",0,"TAL-1"
"Cell_43144",0.0771278404155239,"PECs?"
"Cell_43145",0.017330208229494,"IMM"
"Cell_43146",0,"DCT/CNT"
"Cell_43147",0,"TAL-1"
"Cell_43148",0.0961042589705912,"vSMC/MC"
"Cell_43149",0.0381075607100005,"FIB"
"Cell_43150",0.0161464742244125,"EC-2"
"Cell_43151",0,"EC-3"
"Cell_43152",0,"PODO"
"Cell_43153",0,"TAL-1"
"Cell_43154",0.0433298122154145,"FIB"
"Cell_43155",0.0485788033028034,"EC-2"
"Cell_43156",0,"Undef"
"Cell_43157",0,"EC-1(gEC)"
"Cell_43158",0.0988788151657377,"FIB"
"Cell_43159",0,"DCT/CNT"
"Cell_43160",0.116420391961951,"FIB"
"Cell_43161",0,"PT-1"
"Cell_43162",0,"PT-1"
"Cell_43163",0.0178710386378937,"vSMC/MC"
"Cell_43164",-0.00630693748299888,"PODO"
"Cell_43165",0,"PODO"
"Cell_43166",0,"TAL-1"
"Cell_43167",0,"TAL-1"
"Cell_43168",0,"TAL-1"
"Cell_43169",0,"DCT/CNT"
"Cell_43170",0,"TAL-2"
"Cell_43171",0,"PT-1"
"Cell_43172",0,"TAL-1"
"Cell_43173",0,"PT-1"
"Cell_43174",0,"TAL-2"
"Cell_43175",0,"TAL-1"
"Cell_43176",0,"IC-A"
"Cell_43177",0,"PT-1"
"Cell_43178",0,"PT-1"
"Cell_43179",-0.0140635423361133,"vSMC/MC"
"Cell_43180",0,"TAL-1"
"Cell_43181",0,"IMM"
"Cell_43182",0.0231727709136432,"FIB"
"Cell_43183",0,"PC_CNT"
"Cell_43184",0,"vSMC/MC"
"Cell_43185",0,"PC_CNT"
"Cell_43186",0,"TAL-2"
"Cell_43187",0,"PT-1"
"Cell_43188",0.0874854734015942,"Undef"
"Cell_43189",0,"PT-1"
"Cell_43190",0,"TAL-1"
"Cell_43191",0,"DCT/CNT"
"Cell_43192",0,"DCT/CNT"
"Cell_43193",0,"PC_CNT"
"Cell_43194",0,"DCT/CNT"
"Cell_43195",0,"PT-1"
"Cell_43196",0,"PT-1"
"Cell_43197",0,"PT-1"
"Cell_43198",0,"TAL-1"
"Cell_43199",0,"PT-1"
"Cell_43200",0.00536167677607502,"TAL-1"
"Cell_43201",0,"TAL-1"
"Cell_43202",0.0113463660699881,"EC-3"
"Cell_43203",0,"TAL-1"
"Cell_43204",0,"DCT/CNT"
"Cell_43205",-0.0159303640721019,"vSMC/MC"
"Cell_43206",0,"FIB"
"Cell_43207",0,"DCT/CNT"
"Cell_43208",0,"FIB"
"Cell_43209",0,"PC_CNT"
"Cell_43210",0,"PC_CNT"
"Cell_43211",0,"IC-A"
"Cell_43212",0,"DCT/CNT"
"Cell_43213",-0.0122687851217962,"EC-2"
"Cell_43214",0.0374307182321968,"FIB"
"Cell_43215",0,"DCT/CNT"
"Cell_43216",0,"PT-1"
"Cell_43217",0,"PT-1"
"Cell_43218",0,"PT-1"
"Cell_43219",0.130880953274138,"TAL-2"
"Cell_43220",0,"DCT/CNT"
"Cell_43221",0,"EC-2"
"Cell_43222",0,"PT-1"
"Cell_43223",0.0105320142419858,"EC-2"
"Cell_43224",0.038065106663615,"EC-2"
"Cell_43225",0,"TAL-1"
"Cell_43226",0,"TAL-1"
"Cell_43227",0,"DCT/CNT"
"Cell_43228",0,"PT-1"
"Cell_43229",0,"EC-2"
"Cell_43230",0,"PC_CNT"
"Cell_43231",0,"PC_CNT"
"Cell_43232",0,"PT-1"
"Cell_43233",0,"PT-1"
"Cell_43234",0.155736898522216,"PT-1"
"Cell_43235",0.0834425748966563,"Undef"
"Cell_43236",0,"TAL-1"
"Cell_43237",0,"IC-B"
"Cell_43238",0,"TAL-1"
"Cell_43239",0.0400068523519747,"EC-2"
"Cell_43240",0.121692835178797,"PROLIF"
"Cell_43241",0.0206516480552948,"EC-5"
"Cell_43242",0,"PC_CNT"
"Cell_43243",0.0323333190069281,"FIB"
"Cell_43244",0.0864038169302275,"Uro"
"Cell_43245",0.128529782421175,"PT-1"
"Cell_43246",0,"Undef"
"Cell_43247",0,"PT-1"
"Cell_43248",0,"PT-1"
"Cell_43249",0,"DCT/CNT"
"Cell_43250",0,"PC_CNT"
"Cell_43251",0,"DCT/CNT"
"Cell_43252",0,"PT-1"
"Cell_43253",0,"PT-1"
"Cell_43254",0,"TAL-1"
"Cell_43255",0,"TAL-1"
"Cell_43256",0,"DCT/CNT"
"Cell_43257",-0.00308054148118597,"EC-2"
"Cell_43258",0.0106136728634892,"EC-1(gEC)"
"Cell_43259",0,"PT-1"
"Cell_43260",0,"TAL-2"
"Cell_43261",0,"TAL-1"
"Cell_43262",-0.0116112450388931,"EC-3"
"Cell_43263",-0.00686782535258657,"EC-2"
"Cell_43264",0,"DCT/CNT"
"Cell_43265",0,"TAL-1"
"Cell_43266",0,"TAL-2"
"Cell_43267",0,"PT-2"
"Cell_43268",0.0298938757235208,"EC-2"
"Cell_43269",0,"TAL-2"
"Cell_43270",0.167890940733555,"PT-1"
"Cell_43271",0.106162861787531,"PT-1"
"Cell_43272",0,"TAL-1"
"Cell_43273",0,"TAL-1"
"Cell_43274",0,"DCT/CNT"
"Cell_43275",0,"PC_CNT"
"Cell_43276",0,"TAL-1"
"Cell_43277",0,"PT-1"
"Cell_43278",0,"PT-1"
"Cell_43279",0,"TAL-1"
"Cell_43280",0,"PC_CNT"
"Cell_43281",0,"TAL-1"
"Cell_43282",0.00053969709675733,"EC-5"
"Cell_43283",0,"ATL"
"Cell_43284",0,"TAL-2"
"Cell_43285",-0.000593756460975481,"EC-5"
"Cell_43286",0.0543004255003121,"IMM"
"Cell_43287",0,"DCT/CNT"
"Cell_43288",0,"IC-B"
"Cell_43289",0.133802111756471,"Undef"
"Cell_43290",0.0501308834579695,"IMM"
"Cell_43291",0,"FIB"
"Cell_43292",0,"TAL-2"
"Cell_43293",0,"IC-B"
"Cell_43294",0,"DCT/CNT"
"Cell_43295",0,"DCT/CNT"
"Cell_43296",0.0420908421230079,"EC-4"
"Cell_43297",0.0230337117655434,"EC-5"
"Cell_43298",0,"DCT/CNT"
"Cell_43299",-0.0257659534308515,"EC-2"
"Cell_43300",0,"TAL-1"
"Cell_43301",0.0877411172168255,"IC-B"
"Cell_43302",0,"PT-1"
"Cell_43303",0,"DCT/CNT"
"Cell_43304",0,"PT-1"
"Cell_43305",0.044743864328899,"vSMC/MC"
"Cell_43306",0.0826718016683894,"PECs?"
"Cell_43307",0.1244998209659,"PT-1"
"Cell_43308",0,"PC_CNT"
"Cell_43309",0,"PT-1"
"Cell_43310",0,"DCT/CNT"
"Cell_43311",0,"TAL-1"
"Cell_43312",0.0515283705623005,"FIB"
"Cell_43313",0.166802909348164,"PT-1"
"Cell_43314",0.101366931483765,"Undef"
"Cell_43315",0,"DCT/CNT"
"Cell_43316",0,"PT-1"
"Cell_43317",0,"TAL-1"
"Cell_43318",0,"TAL-1"
"Cell_43319",0.0971825293964221,"PECs?"
"Cell_43320",0.0161198308735602,"EC-3"
"Cell_43321",0,"IC-B"
"Cell_43322",0,"IC-B"
"Cell_43323",0,"IC-A"
"Cell_43324",0,"PT-1"
"Cell_43325",0,"PT-1"
"Cell_43326",0,"TAL-1"
"Cell_43327",0,"TAL-1"
"Cell_43328",0,"PT-1"
"Cell_43329",0,"vSMC/MC"
