"","Aged1","celltype"
"Cell_6856",0,"TAL-2"
"Cell_6857",0,"PT-1"
"Cell_6858",0.224261366440915,"PT-2"
"Cell_6859",0,"TAL-2"
"Cell_6860",0,"PT-1"
"Cell_6861",0.187188861136935,"PT-1"
"Cell_6862",0.0156929293465976,"PODO"
"Cell_6863",0,"PT-1"
"Cell_6864",0,"PT-1"
"Cell_6865",0,"TAL-2"
"Cell_6866",0,"TAL-1"
"Cell_6867",0.196646733078968,"PT-2"
"Cell_6868",0.0657461902137704,"EC-4"
"Cell_6869",0,"PT-1"
"Cell_6870",-0.0166903312669947,"vSMC/MC"
"Cell_6871",0.176607120018345,"PT-1"
"Cell_6872",0,"TAL-2"
"Cell_6873",0,"PT-1"
"Cell_6874",0.175087534879644,"PT-1"
"Cell_6875",0,"PT-1"
"Cell_6876",0,"TAL-1"
"Cell_6877",0.129093254540412,"PT-2"
"Cell_6878",0.0530566214958895,"PODO"
"Cell_6879",0.190004923448744,"PT-1"
"Cell_6880",0,"PT-1"
"Cell_6881",0.138096659782687,"PT-2"
"Cell_6882",0,"PT-1"
"Cell_6883",0.0385302872186989,"PODO"
"Cell_6884",0,"PT-1"
"Cell_6885",0.0713994806360745,"EC-2"
"Cell_6886",0,"PT-1"
"Cell_6887",0,"PT-1"
"Cell_6888",0,"PT-1"
"Cell_6889",0,"PT-1"
"Cell_6890",0,"TAL-2"
"Cell_6891",0,"TAL-1"
"Cell_6892",0.115872104495497,"EC-2"
"Cell_6893",0,"TAL-1"
"Cell_6894",0,"PT-1"
"Cell_6895",0,"PT-1"
"Cell_6896",0,"PT-1"
"Cell_6897",0.203561903566753,"PT-1"
"Cell_6898",0,"PT-1"
"Cell_6899",0.152831256739588,"PT-2"
"Cell_6900",0,"PT-1"
"Cell_6901",0,"PT-1"
"Cell_6902",0.028954292069027,"FIB"
"Cell_6903",0,"PT-1"
"Cell_6904",0,"PT-1"
"Cell_6905",0,"PT-1"
"Cell_6906",0.229045189793735,"PT-1"
"Cell_6907",0.172810203881279,"PT-2"
"Cell_6908",0,"PT-1"
"Cell_6909",0,"PT-1"
"Cell_6910",0.21367244185465,"PT-1"
"Cell_6911",0.132686672160836,"PT-2"
"Cell_6912",0.0592220357709115,"FIB"
"Cell_6913",0.15606776798536,"PT-2"
"Cell_6914",0,"DCT/CNT"
"Cell_6915",0.152713827406811,"IC-A"
"Cell_6916",0.267444120701494,"PT-1"
"Cell_6917",0,"PT-1"
"Cell_6918",0.155242522349231,"PT-1"
"Cell_6919",0.313131812833156,"PT-1"
"Cell_6920",0,"PT-1"
"Cell_6921",0,"PT-1"
"Cell_6922",0,"PT-1"
"Cell_6923",0,"DCT/CNT"
"Cell_6924",0,"TAL-1"
"Cell_6925",0,"PT-1"
"Cell_6926",0.0816662553872412,"FIB"
"Cell_6927",0,"PT-1"
"Cell_6928",0,"PT-1"
"Cell_6929",0,"TAL-2"
"Cell_6930",0,"PT-1"
"Cell_6931",0.266004302835126,"PT-1"
"Cell_6932",0.152450943061311,"PT-2"
"Cell_6933",0.230961323921594,"PT-1"
"Cell_6934",0,"PT-1"
"Cell_6935",0,"PT-1"
"Cell_6936",0,"PT-1"
"Cell_6937",0.00388793777289048,"EC-2"
"Cell_6938",0,"PT-1"
"Cell_6939",0.300484690119615,"PT-1"
"Cell_6940",0,"TAL-1"
"Cell_6941",0.17873946168944,"PT-1"
"Cell_6942",0,"PT-1"
"Cell_6943",0,"PT-1"
"Cell_6944",0.132608524429055,"PT-2"
"Cell_6945",0.178797266296832,"PT-1"
"Cell_6946",0.203058061477167,"PT-1"
"Cell_6947",0,"PT-1"
"Cell_6948",0.181966451311835,"PT-1"
"Cell_6949",0,"PT-1"
"Cell_6950",0.194156084600074,"PT-1"
"Cell_6951",0.264330600776431,"PT-1"
"Cell_6952",0.104310255540496,"EC-5"
"Cell_6953",0,"PC_CNT"
"Cell_6954",0,"PT-1"
"Cell_6955",0,"PT-1"
"Cell_6956",0,"TAL-1"
"Cell_6957",0,"PT-1"
"Cell_6958",0.160403829843537,"PT-1"
"Cell_6959",0,"PC_CNT"
"Cell_6960",0,"PT-1"
"Cell_6961",0,"PC_CNT"
"Cell_6962",0,"PT-1"
"Cell_6963",0.197022559099804,"PT-1"
"Cell_6964",0,"PT-1"
"Cell_6965",0,"PT-1"
"Cell_6966",0.133032379696435,"PT-2"
"Cell_6967",0,"PT-1"
"Cell_6968",0,"PT-1"
"Cell_6969",0,"PT-1"
"Cell_6970",0,"PT-1"
"Cell_6971",0,"PT-1"
"Cell_6972",0.0967766642589172,"FIB"
"Cell_6973",0,"PT-1"
"Cell_6974",0,"PT-1"
"Cell_6975",0.233595087416202,"PT-1"
"Cell_6976",0.101745739242606,"TAL-2"
"Cell_6977",0,"PT-1"
"Cell_6978",0,"PT-1"
"Cell_6979",0,"PT-1"
"Cell_6980",0.102286843687577,"EC-3"
"Cell_6981",0,"PT-1"
"Cell_6982",0.00491811491209149,"DCT/CNT"
"Cell_6983",0,"TAL-2"
"Cell_6984",0.174086108205357,"PT-1"
"Cell_6985",0,"TAL-1"
"Cell_6986",0,"PT-1"
"Cell_6987",0.0352662998816791,"PODO"
"Cell_6988",0,"PT-1"
"Cell_6989",0,"PT-1"
"Cell_6990",0,"PT-1"
"Cell_6991",0.123152133750204,"TAL-2"
"Cell_6992",0,"PT-1"
"Cell_6993",0,"PT-1"
"Cell_6994",0,"PT-1"
"Cell_6995",0.181800321457728,"PT-1"
"Cell_6996",-0.0167001907822166,"EC-2"
"Cell_6997",0.215251445909855,"PT-1"
"Cell_6998",0.0655340369315847,"EC-2"
"Cell_6999",0,"PT-1"
"Cell_7000",0,"PT-1"
"Cell_7001",0.0583533472891897,"PODO"
"Cell_7002",0,"PT-1"
"Cell_7003",0,"PC_CNT"
"Cell_7004",0.155300589081939,"PT-2"
"Cell_7005",0,"PT-1"
"Cell_7006",0,"TAL-1"
"Cell_7007",0,"PT-1"
"Cell_7008",0,"PT-1"
"Cell_7009",0.0157908817633604,"EC-2"
"Cell_7010",0,"PT-1"
"Cell_7011",0.0904486514348257,"FIB"
"Cell_7012",0,"vSMC/MC"
"Cell_7013",0,"PT-1"
"Cell_7014",0,"PT-1"
"Cell_7015",0,"PT-1"
"Cell_7016",0,"PT-1"
"Cell_7017",0,"PT-1"
"Cell_7018",0.129602585251412,"FIB"
"Cell_7019",0.0626951088490169,"FIB"
"Cell_7020",0,"PT-1"
"Cell_7021",0,"PT-1"
"Cell_7022",0,"PT-1"
"Cell_7023",0,"PT-1"
"Cell_7024",0,"TAL-2"
"Cell_7025",0.179576886020592,"PT-2"
"Cell_7026",0.220661144626458,"PT-2"
"Cell_7027",0,"DCT/CNT"
"Cell_7028",0,"PT-1"
"Cell_7029",0.0613975038708012,"PODO"
"Cell_7030",0.0303978804147313,"EC-2"
"Cell_7031",0.14637708921111,"PT-2"
"Cell_7032",0,"PT-1"
"Cell_7033",0.141141988853931,"PT-2"
"Cell_7034",0,"PT-1"
"Cell_7035",0.247311140948741,"PT-1"
"Cell_7036",0,"PT-1"
"Cell_7037",0,"PT-1"
"Cell_7038",0,"DCT/CNT"
"Cell_7039",0,"PT-1"
"Cell_7040",0,"PT-1"
"Cell_7041",0,"PT-1"
"Cell_7042",0.0825602299311755,"PC_CNT"
"Cell_7043",0.250962784226036,"PT-1"
"Cell_7044",0.0234722321317017,"EC-2"
"Cell_7045",0.0699008000693942,"PODO"
"Cell_7046",0,"PT-1"
"Cell_7047",-0.00820558720284609,"EC-2"
"Cell_7048",0,"PT-1"
"Cell_7049",0,"TAL-2"
"Cell_7050",0.0351632535131453,"EC-2"
"Cell_7051",0.172507664411906,"PT-2"
"Cell_7052",0.205539173493169,"PT-2"
"Cell_7053",0,"PT-1"
"Cell_7054",0,"TAL-2"
"Cell_7055",0,"PT-1"
"Cell_7056",0.304633409342455,"PT-1"
"Cell_7057",0,"PT-1"
"Cell_7058",0,"PT-1"
"Cell_7059",0,"PT-1"
"Cell_7060",0,"PT-1"
"Cell_7061",0.20994534229469,"PT-1"
"Cell_7062",0.250816505413834,"PT-1"
"Cell_7063",0,"PT-1"
"Cell_7064",0,"IC-B"
"Cell_7065",0.0570236746577049,"EC-2"
"Cell_7066",0,"PT-1"
"Cell_7067",0,"DCT/CNT"
"Cell_7068",0,"TAL-2"
"Cell_7069",0,"PT-1"
"Cell_7070",0,"DCT/CNT"
"Cell_7071",0,"PT-1"
"Cell_7072",0,"PT-1"
"Cell_7073",0.133111698767517,"PT-1"
"Cell_7074",0,"PT-1"
"Cell_7075",0,"DCT/CNT"
"Cell_7076",0,"PT-1"
"Cell_7077",0.240231665256729,"PT-1"
"Cell_7078",0,"PT-1"
"Cell_7079",0,"TAL-2"
"Cell_7080",0.139897294251423,"PT-1"
"Cell_7081",0.114559157097155,"EC-3"
"Cell_7082",-0.0331839628292867,"EC-2"
"Cell_7083",0.235896545553827,"PT-1"
"Cell_7084",0,"PT-1"
"Cell_7085",0.0325787367836918,"EC-2"
"Cell_7086",0,"PT-1"
"Cell_7087",0,"PT-1"
"Cell_7088",0,"PT-1"
"Cell_7089",0.0230522011802154,"vSMC/MC"
"Cell_7090",0.0965447009414773,"PT-2"
"Cell_7091",0.218116203062019,"PT-1"
"Cell_7092",0,"PT-1"
"Cell_7093",0,"PC_CNT"
"Cell_7094",0,"TAL-1"
"Cell_7095",0.287952225030972,"PT-1"
"Cell_7096",0.0177141214820456,"EC-2"
"Cell_7097",0.204164252786868,"PT-1"
"Cell_7098",0,"TAL-1"
"Cell_7099",0,"PT-1"
"Cell_7100",0.058180356949685,"EC-3"
"Cell_7101",0,"PT-1"
"Cell_7102",-0.0218374744681199,"EC-1(gEC)"
"Cell_7103",0.182273046009028,"PT-1"
"Cell_7104",0,"PT-1"
"Cell_7105",0,"DCT/CNT"
"Cell_7106",0.155577778681776,"PT-1"
"Cell_7107",0,"TAL-2"
"Cell_7108",0,"TAL-1"
"Cell_7109",0,"PT-1"
"Cell_7110",0.279249215845223,"PT-1"
"Cell_7111",0.190071287472976,"PT-1"
"Cell_7112",0,"DCT/CNT"
"Cell_7113",0,"DCT/CNT"
"Cell_7114",0.135876964060742,"FIB"
"Cell_7115",0,"PT-1"
"Cell_7116",0.298176655385003,"PT-1"
"Cell_7117",0.0930958283241357,"PROLIF"
"Cell_7118",0.0842077145747913,"IMM"
"Cell_7119",0.0882892966789119,"FIB"
"Cell_7120",0,"PT-1"
"Cell_7121",0,"PT-1"
"Cell_7122",0,"PT-1"
"Cell_7123",0,"DCT/CNT"
"Cell_7124",0,"TAL-2"
"Cell_7125",0,"PT-1"
"Cell_7126",0,"PT-1"
"Cell_7127",0,"PT-1"
"Cell_7128",0,"PT-1"
"Cell_7129",0.0831413033179526,"PC_CNT"
"Cell_7130",0.13837962115178,"PT-2"
"Cell_7131",0,"PT-1"
"Cell_7132",0,"PT-1"
"Cell_7133",0,"PT-1"
"Cell_7134",0.351681245443423,"PT-2"
"Cell_7135",0,"PT-1"
"Cell_7136",0.0331402203912155,"EC-3"
"Cell_7137",0,"PT-1"
"Cell_7138",0,"PT-1"
"Cell_7139",0.185686440240544,"PT-1"
"Cell_7140",0.199225063476822,"PT-2"
"Cell_7141",0.300045078692424,"PT-1"
"Cell_7142",0,"PT-1"
"Cell_7143",0,"PT-1"
"Cell_7144",0,"DCT/CNT"
"Cell_7145",0,"PT-1"
"Cell_7146",0.225967343504926,"PT-1"
"Cell_7147",0.202611646716113,"PT-1"
"Cell_7148",0.0316455992350005,"PODO"
"Cell_7149",0,"TAL-1"
"Cell_7150",0,"DCT/CNT"
"Cell_7151",0.0029509874602664,"EC-2"
"Cell_7152",0.0706261800952379,"vSMC/MC"
"Cell_7153",0.145182185925697,"FIB"
"Cell_7154",0.166215814085513,"PT-1"
"Cell_7155",0,"TAL-1"
"Cell_7156",0,"PT-1"
"Cell_7157",0,"PT-1"
"Cell_7158",0.0635641910769948,"EC-2"
"Cell_7159",0,"TAL-2"
"Cell_7160",0,"PT-1"
"Cell_7161",0,"PT-1"
"Cell_7162",0.161189773340043,"PT-1"
"Cell_7163",0.092064729279874,"EC-3"
"Cell_7164",0,"TAL-2"
"Cell_7165",0.19417262823873,"PT-1"
"Cell_7166",0,"PT-1"
"Cell_7167",0.0906898073244944,"TAL-2"
"Cell_7168",0.167288280766065,"PT-2"
"Cell_7169",0,"PT-1"
"Cell_7170",0.197932790155199,"PT-1"
"Cell_7171",0.175965309677569,"PT-1"
"Cell_7172",0,"PT-1"
"Cell_7173",0.230038673775512,"PT-1"
"Cell_7174",0.0164112735874538,"EC-3"
"Cell_7175",0.0549330614098887,"PC_CNT"
"Cell_7176",0.232976017335801,"PT-1"
"Cell_7177",0.0150934535785592,"EC-4"
"Cell_7178",0,"PT-1"
"Cell_7179",0,"PT-1"
"Cell_7180",0,"PT-1"
"Cell_7181",0.234234990105283,"PT-2"
"Cell_7182",0.105367779234455,"FIB"
"Cell_7183",0,"TAL-1"
"Cell_7184",0.120962557181908,"EC-2"
"Cell_7185",-0.00125672179016623,"EC-2"
"Cell_7186",0,"PT-1"
"Cell_7187",0.114476218206546,"FIB"
"Cell_7188",0,"TAL-2"
"Cell_7189",0.221209189788593,"PT-2"
"Cell_7190",0,"TAL-1"
"Cell_7191",0,"PT-1"
"Cell_7192",0,"PC_CNT"
"Cell_7193",0,"TAL-2"
"Cell_7194",0.0959472062629297,"PECs?"
"Cell_7195",0,"PC_CNT"
"Cell_7196",0.142334350987114,"PT-2"
"Cell_7197",0,"PT-1"
"Cell_7198",0,"ATL"
"Cell_7199",0.181665782120465,"PT-2"
"Cell_7200",0,"PT-1"
"Cell_7201",0.165004870226981,"PT-1"
"Cell_7202",0,"PT-1"
"Cell_7203",0,"PT-1"
"Cell_7204",0,"TAL-1"
"Cell_7205",0.172091773218051,"PT-2"
"Cell_7206",0.268265684128741,"PT-1"
"Cell_7207",0,"PT-1"
"Cell_7208",0.214853091116165,"PT-1"
"Cell_7209",0,"PT-1"
"Cell_7210",0.100985293381695,"EC-3"
"Cell_7211",0,"PT-1"
"Cell_7212",0.0218328748453308,"vSMC/MC"
"Cell_7213",0,"PT-1"
"Cell_7214",0.114014471093083,"IMM"
"Cell_7215",0,"TAL-1"
"Cell_7216",0.0809676732822846,"EC-1(gEC)"
"Cell_7217",0.221500734287542,"PT-1"
"Cell_7218",0.062910810573083,"TAL-1"
"Cell_7219",0,"PT-1"
"Cell_7220",0.217243346552616,"PT-1"
"Cell_7221",0,"PT-1"
"Cell_7222",0,"PT-1"
"Cell_7223",0.0719048647656618,"EC-4"
"Cell_7224",0.0403656589790981,"EC-2"
"Cell_7225",0.0478392580812842,"EC-1(gEC)"
"Cell_7226",-0.00395917413894875,"EC-2"
"Cell_7227",0,"PT-1"
"Cell_7228",0.0509179005394915,"PC_CNT"
"Cell_7229",0.145676358830591,"PECs?"
"Cell_7230",-0.00645550471380579,"EC-2"
"Cell_7231",0.0495077760150537,"EC-3"
"Cell_7232",0.169579025821371,"PT-2"
"Cell_7233",0,"PT-1"
"Cell_7234",0,"PT-1"
"Cell_7235",0.0758116162481279,"EC-2"
"Cell_7236",0,"PT-1"
"Cell_7237",0,"DCT/CNT"
"Cell_7238",0.254365351473585,"PT-2"
"Cell_7239",0.0879721623894058,"EC-2"
"Cell_7240",0,"TAL-2"
"Cell_7241",0,"PT-1"
"Cell_7242",0,"DCT/CNT"
"Cell_7243",0.139338355893966,"PT-2"
"Cell_7244",0,"PT-1"
"Cell_7245",0.0201419436147399,"EC-1(gEC)"
"Cell_7246",0,"TAL-2"
"Cell_7247",0,"TAL-1"
"Cell_7248",0,"PT-1"
"Cell_7249",0,"PT-1"
"Cell_7250",0,"PT-1"
"Cell_7251",0,"EC-3"
"Cell_7252",0,"PT-1"
"Cell_7253",0.0399416187017991,"PODO"
"Cell_7254",0.123655651442842,"IMM"
"Cell_7255",0.193419627715892,"PT-2"
"Cell_7256",0.0285144200243349,"EC-3"
"Cell_7257",0,"TAL-2"
"Cell_7258",0.0154970804459267,"EC-2"
"Cell_7259",0,"PT-1"
"Cell_7260",0.0486796610342246,"EC-1(gEC)"
"Cell_7261",0,"PT-1"
"Cell_7262",0.163731543458182,"PT-2"
"Cell_7263",0.0362124709506548,"EC-1(gEC)"
"Cell_7264",0.11364547054173,"PT-1"
"Cell_7265",0,"TAL-1"
"Cell_7266",0,"TAL-2"
"Cell_7267",0,"DCT/CNT"
"Cell_7268",0,"TAL-2"
"Cell_7269",0,"TAL-2"
"Cell_7270",0,"TAL-1"
"Cell_7271",0.155437844811022,"PT-2"
"Cell_7272",0,"PT-1"
"Cell_7273",0.23472952731653,"PT-2"
"Cell_7274",0,"TAL-1"
"Cell_7275",0,"IC-B"
"Cell_7276",0,"TAL-1"
"Cell_7277",0,"TAL-2"
"Cell_7278",0.193718703935951,"PT-1"
"Cell_7279",0,"PT-1"
"Cell_7280",0.0860474314428979,"IMM"
"Cell_7281",0.00825291968675473,"EC-2"
"Cell_7282",0,"TAL-1"
"Cell_7283",0.149680462899492,"PT-1"
"Cell_7284",0.192226215967017,"PT-1"
"Cell_7285",0.0772437788787873,"PT-1"
"Cell_7286",0,"PT-2"
"Cell_7287",0,"TAL-2"
"Cell_7288",0,"PT-1"
"Cell_7289",0,"PT-1"
"Cell_7290",0,"TAL-2"
"Cell_7291",0.017562742340922,"EC-2"
"Cell_7292",0.0474170080452905,"IC-B"
"Cell_7293",0.127337323191123,"IMM"
"Cell_7294",0,"PT-1"
"Cell_7295",0.0490569381137047,"IC-B"
"Cell_7296",0.0451473886314929,"EC-3"
"Cell_7297",0.130022457508073,"TAL-2"
"Cell_7298",0.129862905947052,"PT-2"
"Cell_7299",0.103100101904314,"EC-4"
"Cell_7300",0.144419191432091,"PT-1"
"Cell_7301",0.0655647112505454,"IC-B"
"Cell_7302",0,"PT-1"
"Cell_7303",0.00588423649971681,"IMM"
"Cell_7304",0.264152311479015,"PT-1"
"Cell_7305",0,"PT-1"
"Cell_7306",0.0580088241616733,"vSMC/MC"
"Cell_7307",0,"TAL-1"
"Cell_7308",0,"PT-1"
"Cell_7309",0.116945019654772,"PC_CNT"
"Cell_7310",0.167072664147389,"PT-1"
"Cell_7311",0,"TAL-2"
"Cell_7312",0.0497835061905184,"PODO"
"Cell_7313",0,"TAL-2"
"Cell_7314",0,"TAL-2"
"Cell_7315",0.186511711099922,"PT-1"
"Cell_7316",0,"TAL-1"
"Cell_7317",0,"PT-2"
"Cell_7318",0,"TAL-1"
"Cell_7319",0.132783752400409,"PT-2"
"Cell_7320",0,"DCT/CNT"
"Cell_7321",0,"PT-1"
"Cell_7322",0,"PT-1"
"Cell_7323",0,"TAL-1"
"Cell_7324",0.161405695363066,"PT-2"
"Cell_7325",0,"PT-1"
"Cell_7326",0,"TAL-2"
"Cell_7327",0,"PT-1"
"Cell_7328",0,"PT-1"
"Cell_7329",0,"PT-1"
"Cell_7330",0,"PT-1"
"Cell_7331",0.0994895661280993,"PT-1"
"Cell_7332",0,"PT-1"
"Cell_7333",0,"TAL-2"
"Cell_7334",0.024386946364751,"EC-2"
"Cell_7335",0,"PT-1"
"Cell_7336",0,"PT-1"
"Cell_7337",0.181786938065261,"PT-1"
"Cell_7338",-0.0035357877129113,"EC-2"
"Cell_7339",0.0842361546557223,"EC-2"
"Cell_7340",0.183016321017014,"PT-2"
"Cell_7341",0.0669795137735573,"EC-2"
"Cell_7342",0.106208559535821,"EC-2"
"Cell_7343",0.225799643945065,"PT-1"
"Cell_7344",0.131997551529525,"TAL-2"
"Cell_7345",0.110452529726242,"IMM"
"Cell_7346",0.200915752879177,"PT-1"
"Cell_7347",0.0147728386139419,"EC-2"
"Cell_7348",0,"PT-1"
"Cell_7349",0,"TAL-2"
"Cell_7350",0,"TAL-2"
"Cell_7351",0,"TAL-1"
"Cell_7352",0.22145995468364,"PT-1"
"Cell_7353",0.126350116972438,"EC-2"
"Cell_7354",0,"PT-1"
"Cell_7355",0.12359218492969,"IMM"
"Cell_7356",0.0482364461834546,"EC-2"
"Cell_7357",0.157239747641266,"PT-2"
"Cell_7358",0.226383386129725,"PT-1"
"Cell_7359",0,"PT-1"
"Cell_7360",0,"DCT/CNT"
"Cell_7361",0,"PT-1"
"Cell_7362",0,"PT-1"
"Cell_7363",0,"TAL-1"
"Cell_7364",0,"PT-1"
"Cell_7365",0.219655624691929,"PT-1"
"Cell_7366",0,"TAL-1"
"Cell_7367",0,"DCT/CNT"
"Cell_7368",0,"DCT/CNT"
"Cell_7369",0,"PT-1"
"Cell_7370",0.23075758777892,"PT-1"
"Cell_7371",0,"PT-1"
"Cell_7372",0,"PT-1"
"Cell_7373",0.0336333421471803,"EC-2"
"Cell_7374",0,"PT-1"
"Cell_7375",0,"PT-1"
"Cell_7376",0,"TAL-1"
"Cell_7377",0.226435825011676,"PT-1"
"Cell_7378",-0.0183893112689996,"EC-4"
"Cell_7379",0.214306754690172,"PT-1"
"Cell_7380",0,"PT-1"
"Cell_7381",0,"TAL-1"
"Cell_7382",0,"PT-1"
"Cell_7383",0,"PT-1"
"Cell_7384",0.0941101368292301,"FIB"
"Cell_7385",0.144526840839196,"EC-2"
"Cell_7386",0.256724046534087,"PT-1"
"Cell_7387",0,"PT-1"
"Cell_7388",0,"PT-1"
"Cell_7389",0,"PT-1"
"Cell_7390",0,"PT-1"
"Cell_7391",0,"PT-1"
"Cell_7392",0.210102510714638,"PT-1"
"Cell_7393",0,"PT-1"
"Cell_7394",0,"PT-1"
"Cell_7395",0,"TAL-2"
"Cell_7396",0.0750917351500174,"EC-2"
"Cell_7397",0,"PT-1"
"Cell_7398",0.187408624881089,"PT-1"
"Cell_7399",0.0215711693845703,"vSMC/MC"
"Cell_7400",0,"PT-1"
"Cell_7401",0,"PT-1"
"Cell_7402",0,"PT-1"
"Cell_7403",0,"IC-B"
"Cell_7404",0.0356785699437976,"EC-5"
"Cell_7405",0,"TAL-1"
"Cell_7406",0.0760466770074539,"PC_CNT"
"Cell_7407",0,"PT-1"
"Cell_7408",0,"PT-1"
"Cell_7409",0,"PT-1"
"Cell_7410",0.0957898546005014,"EC-2"
"Cell_7411",0.0733324039790663,"EC-2"
"Cell_7412",0,"PT-1"
"Cell_7413",0,"PT-1"
"Cell_7414",0,"PT-1"
"Cell_7415",0,"PT-1"
"Cell_7416",0,"PT-1"
"Cell_7417",0.10543620930983,"FIB"
"Cell_7418",0.221400190219735,"PT-1"
"Cell_7419",0,"PT-1"
"Cell_7420",0.0811714512864122,"vSMC/MC"
"Cell_7421",0.249740469405487,"PT-1"
"Cell_7422",0.263470270253309,"PT-1"
"Cell_7423",0,"PT-1"
"Cell_7424",0.0639021619436924,"PECs?"
"Cell_7425",0,"PT-1"
"Cell_7426",0.212882364190235,"PT-1"
"Cell_7427",0,"PT-1"
"Cell_7428",0.21488248634976,"PT-1"
"Cell_7429",0,"PT-1"
"Cell_7430",0.203119005102113,"PT-1"
"Cell_7431",0,"PT-1"
"Cell_7432",0,"PT-1"
"Cell_7433",0,"PT-1"
"Cell_7434",0,"PT-1"
"Cell_7435",0,"DCT/CNT"
"Cell_7436",0.165959528174889,"TAL-2"
"Cell_7437",0,"TAL-1"
"Cell_7438",0.242435697825909,"PT-2"
"Cell_7439",0.108828129949971,"PT-1"
"Cell_7440",0,"PT-1"
"Cell_7441",0.211368692362724,"PT-1"
"Cell_7442",0.0224817660729341,"PODO"
"Cell_7443",0,"TAL-2"
"Cell_7444",0.214921358277521,"PT-1"
"Cell_7445",-0.018172589491724,"EC-1(gEC)"
"Cell_7446",0,"PT-1"
"Cell_7447",0.138217927202132,"PT-2"
"Cell_7448",0.116812441944705,"EC-3"
"Cell_7449",0.289406404441311,"PT-1"
"Cell_7450",0,"PT-1"
"Cell_7451",0,"TAL-2"
"Cell_7452",0.267635333814072,"PT-1"
"Cell_7453",0,"IC-A"
"Cell_7454",0,"PT-1"
"Cell_7455",0,"DCT/CNT"
"Cell_7456",0.186181793614464,"PT-1"
"Cell_7457",0.156115976146019,"PT-2"
"Cell_7458",0,"PT-1"
"Cell_7459",0.0749270056890259,"IC-B"
"Cell_7460",0,"PT-1"
"Cell_7461",0,"PT-1"
"Cell_7462",0,"PT-2"
"Cell_7463",0.229984477049107,"PT-1"
"Cell_7464",0,"TAL-2"
"Cell_7465",0.0877799878807687,"IMM"
"Cell_7466",0,"TAL-2"
"Cell_7467",0.158087790100207,"PT-2"
"Cell_7468",0,"PT-1"
"Cell_7469",0,"PC_CNT"
"Cell_7470",0,"PC_CNT"
"Cell_7471",0.126173854852457,"PT-2"
"Cell_7472",0,"PT-1"
"Cell_7473",0,"PT-1"
"Cell_7474",0.18049151760825,"PT-2"
"Cell_7475",0,"PT-1"
"Cell_7476",0,"PT-1"
"Cell_7477",0,"PT-1"
"Cell_7478",0,"TAL-1"
"Cell_7479",0.191104943263204,"PT-1"
"Cell_7480",0,"TAL-1"
"Cell_7481",0.17767020663562,"PT-2"
"Cell_7482",0.0597914462347067,"PODO"
"Cell_7483",0,"TAL-2"
"Cell_7484",0,"PT-1"
"Cell_7485",0,"TAL-1"
"Cell_7486",-0.00607026174625697,"EC-2"
"Cell_7487",0.228101159337446,"PT-1"
"Cell_7488",0,"PT-1"
"Cell_7489",0,"TAL-2"
"Cell_7490",0,"PT-1"
"Cell_7491",0,"PT-1"
"Cell_7492",0,"PT-1"
"Cell_7493",0,"PT-2"
"Cell_7494",0,"PT-1"
"Cell_7495",0.191277333811263,"PT-2"
"Cell_7496",0,"PT-1"
"Cell_7497",0,"PT-1"
"Cell_7498",0,"PT-1"
"Cell_7499",0.0531976627426733,"EC-2"
"Cell_7500",0.0359413120751684,"EC-2"
"Cell_7501",0.105727001845762,"FIB"
"Cell_7502",0,"PT-1"
"Cell_7503",0.102052217902301,"PT-2"
"Cell_7504",0,"PT-1"
"Cell_7505",0,"TAL-1"
"Cell_7506",0.101988120510274,"PT-2"
"Cell_7507",0.41655288274925,"PT-1"
"Cell_7508",0.0112259837465316,"IC-B"
"Cell_7509",0,"TAL-1"
"Cell_7510",0,"PT-1"
"Cell_7511",0,"PT-1"
"Cell_7512",0,"TAL-1"
"Cell_7513",0,"PT-1"
"Cell_7514",0,"PT-1"
"Cell_7515",0.161615830134166,"PT-1"
"Cell_7516",0.235596115796068,"PT-1"
"Cell_7517",0,"PT-1"
"Cell_7518",0.0589332450244746,"PECs?"
"Cell_7519",0,"DCT/CNT"
"Cell_7520",0,"PT-1"
"Cell_7521",0.0618007094239752,"FIB"
"Cell_7522",0.136320011697789,"FIB"
"Cell_7523",0,"DCT/CNT"
"Cell_7524",0.0826300457718157,"EC-2"
"Cell_7525",0.0891302058248729,"FIB"
"Cell_7526",0,"TAL-2"
"Cell_7527",0,"PT-1"
"Cell_7528",0.0997701460280121,"IMM"
"Cell_7529",0.0466970007867281,"EC-2"
"Cell_7530",0.121485236666294,"PT-2"
"Cell_7531",0,"TAL-2"
"Cell_7532",0.172321686239111,"PT-1"
"Cell_7533",0.110264641614094,"FIB"
"Cell_7534",0.149457615793877,"PT-1"
"Cell_7535",0.154811178151701,"PT-1"
"Cell_7536",0.0330079320092769,"EC-2"
"Cell_7537",0,"TAL-1"
"Cell_7538",0.158133663421207,"PT-1"
"Cell_7539",0,"TAL-2"
"Cell_7540",0.162237756263992,"PT-2"
"Cell_7541",0,"PT-1"
"Cell_7542",0.137793146264191,"PT-2"
"Cell_7543",0.0981268753093489,"FIB"
"Cell_7544",0,"TAL-1"
"Cell_7545",0,"PT-1"
"Cell_7546",0.0856834344294706,"PODO"
"Cell_7547",0,"TAL-2"
"Cell_7548",0,"PT-1"
"Cell_7549",0.248893318270368,"PT-1"
"Cell_7550",0.207031072295688,"PT-1"
"Cell_7551",0,"PC_CNT"
